Accession	126C	127-N	127C	128-N	128C	129-N	129C	130-N	130C
sp|Q12176|MAK21_YEAST	521990	469630	536720	512790	498910	492430	476950	408890	422670
sp|Q12178|FCY1_YEAST	83522	88258	109850	235880	247090	219720	95245	81107	85777
sp|Q12179|YP245_YEAST	84422	80581	89660	121190	127720	119450	58691	50012	52988
sp|Q12180|HAL9_YEAST	218710	198010	218910	189220	165960	176030	256730	229680	248110
sp|Q12181|NDOR1_YEAST	138350	125740	139300	148450	132560	139880	130830	113920	123670
sp|Q12186|BBP_YEAST	82994	77691	89153	98490	102520	100190	105870	91669	101620
sp|Q12189|RPIA_YEAST	128330	135520	158300	343430	402950	370150	233080	200600	190850
sp|Q12191|BUG1_YEAST	482540	443970	523020	449060	499310	460270	692050	563340	597930
sp|Q12192|RFM1_YEAST	26394	28443	29389	22157	21494	20290	21129	18946	20020
sp|Q12196|RIO1_YEAST	47576	49145	53134	82479	77071	82881	72330	61581	66473
sp|Q12198|METW_YEAST	74066	70084	74638	101660	91031	98445	61737	55541	55316
sp|Q12199|TIP41_YEAST	193080	183540	206210	181140	170860	170060	224660	180820	199890
sp|Q12200|NPC1_YEAST	586120	488800	584970	275250	245520	242200	587740	536500	604000
sp|Q12204|YOR22_YEAST	94455	83967	97038	94144	94488	94698	98499	76757	87203
sp|Q12205|MNL2_YEAST	126160	113940	121910	101250	94123	96866	112700	102650	108810
sp|Q12206|WTM2_YEAST	102150	98862	110830	138490	141340	141420	151990	126610	133380
sp|Q12207|NCE2_YEAST	204280	165550	190300	147530	145970	154190	374450	319020	370760
sp|Q12208|USB1_YEAST	76007	78599	88409	93758	90971	94127	99174	85398	90271
sp|Q12209|FRE8_YEAST	51351	46578	43828	53675	46194	53832	38842	37321	40275
sp|Q12211|PUS1_YEAST	531940	441000	551350	578760	602710	565850	380460	313670	323550
sp|Q12212|SIA1_YEAST	23661	21348	22308	23916	20676	23976	24007	22143	23589
sp|Q12213|RL7B_YEAST	16272	15675	15300	15632	15604	16638	17096	14103	15484
sp|Q12214|HOS1_YEAST	68095	64436	65813	59335	53985	56517	80696	73430	79342
sp|Q12216|SIZ2_YEAST	28148	22326	31099	14315	12958	12987	20742	17515	15288
sp|Q12220|UTP12_YEAST	432090	379270	434900	606890	523440	555510	430260	375230	454020
sp|Q12221|PUF2_YEAST	98415	86595	95717	130750	124090	127600	107080	93078	98553
sp|Q12223|RAD59_YEAST	53379	44071	53095	21537	18148	20002	17436	17251	17060
sp|Q12224|RLM1_YEAST	14487	13342	15691	19042	18322	19153	23255	18736	19282
sp|Q12229|UBX3_YEAST	110310	107150	122360	100090	91544	98626	150600	135150	146630
sp|Q12230|LSP1_YEAST	472690	467960	546930	683930	710740	678020	895760	699940	748210
sp|Q12232|SLP1_YEAST	15284	14979	15534	12383	11502	10893	16556	14633	16753
sp|Q12233|ATPN_YEAST	176850	224340	250180	252640	242720	252220	751390	642280	688660
sp|Q12234|RUD3_YEAST	208790	208720	232940	236970	269900	249210	222220	181660	193700
sp|Q12235|YCT1_YEAST	35648	26115	33039	11062	9900.5	9135	26734	20663	28010
sp|Q12236|PKH2_YEAST	121470	120330	138460	120930	117670	116270	233640	197810	221470
sp|Q12239|TM115_YEAST	51320	45562	53963	58600	53592	61177	74367	68248	73841
sp|Q12241|VAM3_YEAST	17811	18379	20927	52895	52251	54233	53919	49932	49944
sp|Q12242|RUP1_YEAST	181770	168190	208110	208200	217230	210480	158800	145190	141110
sp|Q12244|YL054_YEAST	8079.8	7879.3	8117.4	5225.2	4424.6	4825.2	32553	25176	30758
sp|Q12245|POC4_YEAST	22650	22335	27148	42165	39260	38410	37067	32143	32756
sp|Q12246|LCB4_YEAST	285340	263340	298880	246100	231540	238100	239980	207000	220700
sp|Q12247|FYV7_YEAST	61767	63476	64491	61708	62511	63974	74576	60801	68269
sp|Q12248|DAD1_YEAST	39999	37004	43630	22151	20679	17353	27088	21528	25218
sp|Q12250|RPN5_YEAST	337980	305100	351030	433370	353360	396390	424560	362650	387890
sp|Q12251|YP011_YEAST	163000	139910	154330	104290	93727	98670	222600	189560	231210
sp|Q12252|PHM7_YEAST	380160	347130	383450	206510	205980	213410	1278000	1074000	1291000
sp|Q12255|NYV1_YEAST	132800	122790	136810	152960	161090	158960	254340	219460	239730
sp|Q12256|TPO4_YEAST	180270	144290	169800	194580	178740	203420	68775	58646	63322
sp|Q12257|YD177_YEAST	86119	72365	81036	59312	64353	58554	60977	49839	56330
sp|Q12259|YL108_YEAST	12601	11585	12617	33646	29735	32956	15805	13444	14328
sp|Q12262|CENPH_YEAST	21016	19737	20807	23054	20886	23079	17767	16991	15889
sp|Q12263|GIN4_YEAST	470830	422080	495620	359230	334850	337400	285070	241270	263740
sp|Q12265|KPR5_YEAST	140590	128050	145500	205210	225670	224690	112720	96076	94362
sp|Q12267|SMC4_YEAST	360070	330750	371440	365340	362770	357870	330310	276450	302640
sp|Q12270|RBD2_YEAST	426490	325680	394330	170090	147900	144020	317060	279790	302810
sp|Q12271|INP53_YEAST	442690	404350	454790	484300	461620	461820	392720	333100	363990
sp|Q12272|TPT1_YEAST	64983	63518	73059	35371	32224	30114	50367	44869	53247
sp|Q12274|YOR97_YEAST	10798	9870.6	9547.3	20204	21509	21442	14078	14307	13473
sp|Q12275|YO093_YEAST	411270	374580	412570	365150	348920	357340	433070	386480	420890
sp|Q12276|HER1_YEAST	804240	698350	801970	605980	547320	567560	926320	793420	919950
sp|Q12277|RRP42_YEAST	80959	74589	89203	153660	164860	161590	121600	101900	107120
sp|Q12283|FABD_YEAST	28294	24500	25850	79275	61428	77860	22878	23671	20654
sp|Q12284|ERV2_YEAST	85961	76600	83552	53868	48543	51165	112560	103320	113270
sp|Q12285|MDY2_YEAST	374430	363600	448420	391760	444540	430430	389610	325760	347960
sp|Q12287|COX17_YEAST	224180	195340	232260	104680	103530	92396	284320	257160	287290
sp|Q12288|YL126_YEAST	83407	79356	89574	72546	72016	71983	67887	57682	56553
sp|Q12289|CRC1_YEAST	33209	31740	43967	479310	425270	468990	275260	247130	262950
sp|Q12291|BMT6_YEAST	33894	42955	38079	60833	56083	69339	44138	38671	35851
sp|Q12292|ATG34_YEAST	92208	87833	97531	99762	94328	93789	151620	131170	142960
sp|Q12296|MAM3_YEAST	85709	84357	94089	64892	61408	60016	67624	63324	64954
sp|Q12297|TAF3_YEAST	47264	39735	43654	60440	57659	58672	59376	50610	55543
sp|Q12298|YD061_YEAST	239990	251010	286270	530970	519440	559030	338100	295590	277870
sp|Q12301|YD180_YEAST	66029	60363	65715	42570	37446	38941	54012	48790	57408
sp|Q12303|YPS3_YEAST	129050	112870	143560	19366	19059	15786	36217	31864	34437
sp|Q12305|RDL1_YEAST	127580	123060	136500	154690	178640	146080	214750	169870	189580
sp|Q12306|SMT3_YEAST	183560	194350	236850	256100	314640	275920	232380	206700	204960
sp|Q12308|TFC8_YEAST	117280	102090	119350	131000	121540	126880	134130	119670	123770
sp|Q12309|CLF1_YEAST	231320	204270	225860	185510	161180	176970	242910	211040	237530
sp|Q12310|PRR2_YEAST	48702	44074	46877	26423	25356	25235	97401	79067	97507
sp|Q12311|NTO1_YEAST	55800	52384	58105	53787	52230	52588	56263	48091	55969
sp|Q12314|SFM1_YEAST	336500	309710	387310	352160	379570	344460	349340	271930	294300
sp|Q12315|GLE1_YEAST	35925	37259	40355	22448	18823	19143	26560	25309	25926
sp|Q12317|MSB4_YEAST	91134	90627	108380	57739	54435	51229	88878	76966	87425
sp|Q12318|PSY3_YEAST	15978	14306	16281	31630	27184	29470	15360	15845	15083
sp|Q12320|GLO4_YEAST	227080	211140	221420	110060	116920	115240	473200	404810	492900
sp|Q12321|MED1_YEAST	173870	148400	170170	141970	129290	131330	164170	130720	158560
sp|Q12324|YVC1_YEAST	340040	282910	337110	197120	175740	173540	240590	214550	246570
sp|Q12326|PMG3_YEAST	4100.5	3419.8	4230.7	1913	1658.4	1081.6	947.24	804.75	1000.4
sp|Q12328|TIM22_YEAST	69187	68786	77657	57921	47288	51388	137690	112000	132780
sp|Q12329|HSP42_YEAST	332210	297620	348540	227300	211530	226190	572220	450590	498130
sp|Q12331|YFAS1_YEAST	59480	61848	69828	104290	104310	104730	165330	135870	142150
sp|Q12334|SCM3_YEAST	68356	70471	77289	46857	47102	43343	51295	44980	48999
sp|Q12335|PST2_YEAST	247020	243300	270700	394150	431700	398420	456840	382380	399430
sp|Q12339|UTP23_YEAST	208330	180920	204640	172450	151530	158720	202620	180730	198660
sp|Q12340|YRM1_YEAST	47058	40558	46456	57977	57928	59927	41032	35329	48036
sp|Q12341|HAT1_YEAST	426710	382870	456340	458640	461170	471450	480930	409050	438790
sp|Q12342|LDB17_YEAST	59565	54775	62102	45968	41001	41493	44865	40342	42266
sp|Q12343|MED4_YEAST	186190	165360	191920	153330	156050	140680	143660	117230	125930
sp|Q12344|GYP5_YEAST	349940	322890	368730	273780	272080	259740	399560	335740	376990
sp|Q12345|IES3_YEAST	215950	183300	242770	159430	178670	148470	188810	137450	168810
sp|Q12346|YPR71_YEAST	100380	78385	92904	28924	29106	28088	97837	83314	110540
sp|Q12347|HRT3_YEAST	75924	69853	78893	86763	89868	84404	86860	77821	79573
sp|Q12348|CSN10_YEAST	54551	45761	51099	34404	30670	32592	55122	51169	56599
sp|Q12349|ATP14_YEAST	219830	209460	252420	311260	403190	327630	376710	293510	278880
sp|Q12354|APTH1_YEAST	123090	113400	136800	122740	124940	122150	100440	85745	91850
sp|Q12355|PST1_YEAST	80762	77326	97623	53646	55773	50545	195510	164570	192480
sp|Q12359|ATO3_YEAST	7734.9	6740.1	7509.6	10433	10173	10917	40570	36340	44132
sp|Q12361|GPR1_YEAST	119950	100080	112470	77602	71201	74858	120190	103630	128410
sp|Q12362|RIB2_YEAST	130690	126600	142660	177380	182320	173180	125840	109130	112110
sp|Q12363|WTM1_YEAST	884140	836190	1028300	805420	854640	772100	993370	816400	835370
sp|Q12365|BBP1_YEAST	124000	118130	138260	75588	75531	69965	82831	70649	81181
sp|Q12367|RKM5_YEAST	25817	24775	26626	23136	21959	22551	22632	18793	21890
sp|Q12368|SNU23_YEAST	136600	118120	139010	85816	80862	74581	92697	81723	89038
sp|Q12369|SFI1_YEAST	65877	62503	64483	64216	56274	59708	92018	80620	92125
sp|Q12372|MMP1_YEAST	70539	51637	64588	30122	25958	27061	69906	67946	70962
sp|Q12373|HIF1_YEAST	195780	169440	203220	106310	97177	92268	167690	138550	152560
sp|Q12374|NCA2_YEAST	321280	287580	315560	258690	228040	241320	558510	470160	547500
sp|Q12375|ORT1_YEAST	78985	80947	90731	81648	82038	75250	113750	101350	108800
sp|Q12377|RPN6_YEAST	669160	567780	690030	972020	879800	977730	424820	362550	358030
sp|Q12379|SWM1_YEAST	2984.5	3135.2	4026.9	3727.1	4485.6	3481.4	3014.4	1868.7	2859.5
sp|Q12380|ATG5_YEAST	100960	88249	94934	71870	63265	67354	168350	136070	168970
sp|Q12382|DGK1_YEAST	243340	183900	216960	171310	166870	167800	201230	186210	209710
sp|Q12383|TRM13_YEAST	35272	33658	36330	79954	75748	81251	32727	30528	32920
sp|Q12385|ICT1_YEAST	29946	27778	29557	7774.2	7805.5	6203.7	68611	51635	68636
sp|Q12386|ARP8_YEAST	514660	428340	471600	364820	329730	338230	527370	446340	490340
sp|Q12387|NAA25_YEAST	634750	542290	631770	774840	674140	714060	545190	459740	542920
sp|Q12389|DBP10_YEAST	373630	367770	421310	606510	597280	619280	462560	393300	410980
sp|Q12393|GEP5_YEAST	46975	42583	45927	39522	35893	38024	64612	52602	62403
sp|Q12395|DCN1_YEAST	84264	77207	79646	43553	35588	37297	66725	59097	67046
sp|Q12396|EMP46_YEAST	372200	320750	367740	255400	228880	246480	757460	637520	742900
sp|Q12400|TRM10_YEAST	116670	103070	121550	114990	109610	114300	65485	58943	55676
sp|Q12402|YOP1_YEAST	251130	213480	239910	178520	155590	172120	284260	240600	299460
sp|Q12403|ERP3_YEAST	266070	202360	259150	151380	137990	138890	251420	208980	243550
sp|Q12404|MPD1_YEAST	234090	258860	295960	348310	338020	322250	436250	355260	364510
sp|Q12405|LPX1_YEAST	33087	31420	34880	16609	15247	14681	20084	17908	19401
sp|Q12406|ARP7_YEAST	268240	242870	280360	314360	327260	311400	189200	155350	167660
sp|Q12407|YD199_YEAST	160360	152290	181730	137790	144870	140500	275850	225600	266060
sp|Q12408|NPC2_YEAST	78053	88689	94696	50276	34469	38375	79278	60304	84692
sp|Q12411|MPC70_YEAST	54422	52253	56011	24494	20091	20240	54204	48369	54855
sp|Q12412|PNS1_YEAST	78846	66750	72549	65227	57487	68680	152180	133910	162550
sp|Q12415|TFC7_YEAST	19719	21686	26028	51970	55095	52837	32556	26675	23196
sp|Q12416|WHI5_YEAST	41944	33507	35018	47422	41091	46921	58604	51345	52662
sp|Q12417|PRP46_YEAST	61472	62921	76551	106240	112700	108430	90177	69999	82448
sp|Q12420|SNU66_YEAST	139180	119220	161970	83875	84040	72393	101000	83914	102580
sp|Q12424|YD206_YEAST	3572.5	3700.2	4129.6	4806.5	4422.1	5193.7	5457.2	5491.7	5314.5
sp|Q12425|ISA2_YEAST	90021	84793	92820	76640	75208	76608	94868	80580	89309
sp|Q12427|STB3_YEAST	71614	58705	78877	48185	46687	46205	86613	71981	68703
sp|Q12428|PRPD_YEAST	201020	194630	226640	719080	667700	689220	770460	657290	694320
sp|Q12429|DPH6_YEAST	74304	65135	69468	97404	89432	101290	70232	60686	64457
sp|Q12431|EMC6_YEAST	28593	28677	30757	32103	29927	33066	47091	42963	47709
sp|Q12432|EAF3_YEAST	144460	134220	146580	143430	131820	136660	149380	127930	142950
sp|Q12433|AHC1_YEAST	29193	25894	28151	22210	19438	20773	55475	43075	54593
sp|Q12434|GDIR_YEAST	200130	181550	229030	268740	276110	271720	187150	153510	152700
sp|Q12436|ZRT2_YEAST	67154	58694	65850	44895	40847	44048	106580	84121	104630
sp|Q12438|GLRX6_YEAST	62312	59997	61192	61236	58811	63265	108510	93649	108450
sp|Q12440|APC2_YEAST	142500	126020	137740	128140	106090	119410	138860	119230	138200
sp|Q12442|IZH2_YEAST	147600	116190	137350	69233	59873	58339	59796	50875	61026
sp|Q12443|RTN2_YEAST	845490	760510	836310	426940	464580	445300	3138700	2478900	2937600
sp|Q12445|POM34_YEAST	94601	94284	113620	127040	135010	122020	155470	128340	144130
sp|Q12446|LAS17_YEAST	160340	150990	159300	125450	108800	120860	98651	88089	93844
sp|Q12447|PAA1_YEAST	141270	143640	167160	446890	470180	453270	208610	181470	156040
sp|Q12449|AHA1_YEAST	796560	767990	888060	593820	525880	540160	846250	709670	778790
sp|Q12450|ERP4_YEAST	85921	76437	93047	83492	71184	72463	127590	109160	125380
sp|Q12451|OSH2_YEAST	681230	653190	742510	687220	664160	629120	920280	775710	854010
sp|Q12452|ERG27_YEAST	204630	190930	223000	313970	287060	312330	254650	215060	233850
sp|Q12453|CEX1_YEAST	365330	338530	365720	382850	350670	370670	321450	274360	307830
sp|Q12454|OCA6_YEAST	15487	13834	15694	10636	10707	9621.7	13676	11782	12443
sp|Q12455|SPSY_YEAST	145810	125910	145120	126160	111920	117970	99232	91064	91819
sp|Q12457|NSI1_YEAST	53514	49801	54562	40795	35832	38284	52111	45860	52395
sp|Q12458|YPR1_YEAST	340440	305430	371150	514930	553510	525010	244470	207110	211110
sp|Q12460|NOP56_YEAST	1013800	874690	1071400	1315200	1229800	1272600	942600	781260	854830
sp|Q12461|PTPA2_YEAST	201740	186180	207540	130100	119050	117980	201000	171010	318420
sp|Q12462|PEX11_YEAST	236720	190260	224460	173130	158740	167370	436920	381090	397590
sp|Q12463|TRM11_YEAST	108680	102360	113090	118110	104290	108910	101800	86364	89503
sp|Q12464|RUVB2_YEAST	455970	416270	518250	666260	693840	679910	482200	408290	419220
sp|Q12465|RAX2_YEAST	40951	38168	42270	44617	37515	38688	51568	42207	47181
sp|Q12466|TCB1_YEAST	1179100	1099000	1246500	1219800	1227900	1182300	1364000	1170700	1230500
sp|Q12467|MRX4_YEAST	54619	53719	57929	44194	42487	43348	67151	61636	68396
sp|Q12468|CSN5_YEAST	1542.8	2328.7	2653.1	1331.3	4120.2	1568.5	2562.1	1587.5	1852.3
sp|Q12469|SKM1_YEAST	139850	134280	154890	72370	69168	68878	87734	80741	86090
sp|Q12473|FRE6_YEAST	115370	105210	110560	82012	72250	74674	74872	68544	73699
sp|Q12476|AIR2_YEAST	124490	125080	140400	154550	144810	149470	151880	131670	143750
sp|Q12480|ETFA_YEAST	216460	209340	260970	401560	447130	421990	224350	195130	204030
sp|Q12481|RRP36_YEAST	83752	75104	80286	49384	46714	49308	98816	82773	104510
sp|Q12482|AGC1_YEAST	634640	525890	602840	387630	353160	360020	868720	720820	901640
sp|Q12483|SNF8_YEAST	19795	17377	20020	21968	21881	22757	11730	10527	9741.7
sp|Q12486|YOR31_YEAST	70500	67408	75452	77418	83467	75444	69848	56087	60253
sp|Q12487|RM23_YEAST	184560	168830	202090	121760	132730	125360	159330	133370	150040
sp|Q12488|PSF1_YEAST	18889	17817	19852	26996	25612	24094	12317	9870	9884.5
sp|Q12490|YB11B_YEAST	73119	70844	78308	103040	109530	112520	28330	26111	27529
sp|Q12493|NKP1_YEAST	65638	58350	70577	27211	26800	23379	37290	31301	34702
sp|Q12494|KCS1_YEAST	453700	416800	495560	527040	525740	515920	515630	425990	468510
sp|Q12495|RLF2_YEAST	268080	273270	323300	313040	331800	307100	236010	196390	205580
sp|Q12496|YO098_YEAST	478210	430450	508170	920880	938110	971460	540870	457760	471600
sp|Q12497|FMP16_YEAST	241330	184110	216000	97143	122140	100110	463850	266160	361770
sp|Q12498|PRM4_YEAST	31998	33823	34618	108170	101750	109350	98058	87643	92271
sp|Q12499|NOP58_YEAST	525140	496720	578160	819250	775970	791480	635600	559090	593070
sp|Q12500|AVL9_YEAST	362780	326740	371910	361570	340360	355510	325670	275980	315320
sp|Q12502|LDB19_YEAST	94867	97753	102800	99325	93291	96675	108810	97437	106140
sp|Q12504|RKM4_YEAST	219600	182410	217160	168390	154320	154280	168220	142900	170660
sp|Q12505|SKS1_YEAST	9062.2	8297.5	8668.4	19103	15969	19046	10490	9784.4	10582
sp|Q12508|RMD5_YEAST	238970	201010	232640	231940	223380	222510	340590	279030	338620
sp|Q12509|ARP6_YEAST	68076	60349	67255	39732	37389	34741	48898	43568	50888
sp|Q12510|CMR1_YEAST	238190	195960	243770	157050	164210	150140	249600	196540	241240
sp|Q12511|PDP1_YEAST	441660	350510	397200	233050	213560	209690	377690	326220	371230
sp|Q12512|ZPS1_YEAST	337340	314610	374460	491650	424100	419470	536590	456840	458000
sp|Q12513|TMA17_YEAST	129350	137690	153510	155250	194780	160690	167930	146280	153120
sp|Q12514|NOT5_YEAST	441260	411260	463190	404450	390710	396870	392900	341680	370080
sp|Q12515|PAR32_YEAST	285980	250010	311430	153290	144440	137040	312460	255870	275830
sp|Q12516|SRF1_YEAST	66484	61199	76572	91458	82162	89652	75697	67888	70675
sp|Q12517|DCP1_YEAST	119730	102020	126080	165100	159460	159760	99215	80781	89642
sp|Q12518|ENT1_YEAST	96480	94904	105760	158620	160820	167720	127790	105650	109910
sp|Q12520|HUT1_YEAST	56215	45704	49823	34097	26078	29571	25663	24737	28352
sp|Q12522|IF6_YEAST	84099	90811	104130	120920	127740	118370	124630	112410	109350
sp|Q12523|YP247_YEAST	117090	114920	138550	90798	85592	83237	143380	115180	134820
sp|Q12524|PCD1_YEAST	188620	158590	185430	112160	95383	101950	227780	187790	233780
sp|Q12525|MHT1_YEAST	59269	51937	58841	34575	33308	30689	56108	40436	50767
sp|Q12527|ATG11_YEAST	168520	159930	175460	158000	160050	153210	234770	196330	223770
sp|Q12530|RMP1_YEAST	8924.1	8951.3	10056	7816	10231	11986	13955	11786	15366
sp|Q12532|RQC2_YEAST	389830	360910	410380	448860	445570	439430	346640	290500	305390
sp|Q12674|ATC8_YEAST	415060	392430	438030	241850	224980	221900	313710	270750	308610
sp|Q12675|ATC4_YEAST	679690	587320	662410	405670	376890	382010	511710	442080	650860
sp|Q12676|FOLD_YEAST	33833	32055	38093	93946	88369	90842	38613	34567	32254
sp|Q12680|GLT1_YEAST	1993500	1800100	2185200	3008100	3044300	3090100	1961800	1653300	1695700
sp|Q12692|H2AZ_YEAST	120500	122200	132740	165530	166460	158410	139640	119330	128900
sp|Q12697|YPK9_YEAST	197320	178970	193620	182040	155240	169950	155800	139940	144720
sp|Q12734|CSR2_YEAST	50852	52364	54913	28236	28403	28808	88376	74151	83730
sp|Q12743|DFM1_YEAST	198620	157790	177360	99746	88156	97197	226830	198150	238670
sp|Q12745|SEC39_YEAST	273370	237820	276480	293330	265080	280110	277320	227860	254040
sp|Q12746|PGA3_YEAST	169830	156200	179400	267620	277120	274970	195190	165110	174660
sp|Q12748|CENPI_YEAST	53320	44735	49770	41378	37134	38944	39171	33768	38574
sp|Q12749|SMC6_YEAST	411650	331170	372870	290070	275220	262490	309120	244220	268560
sp|Q12751|RTP1_YEAST	229370	187430	217690	166830	145920	150390	289520	248180	291240
sp|Q12753|HAA1_YEAST	202460	200480	233860	215930	217240	211520	359710	306900	323760
sp|Q12754|RRP12_YEAST	737390	634310	739360	869250	784330	817670	763390	691520	768730
sp|Q2V2P1|YL146_YEAST	8963.8	8160.9	9524.6	4046.2	4991.3	3766.3	8065.9	6859.1	7930.5
sp|Q2V2P2|YK065_YEAST	27597	32558	35240	39099	35790	43410	315830	271940	292720
sp|Q2V2P4|YI156_YEAST	37224	35715	38438	29994	28785	28603	49775	45182	47713
sp|Q2V2P7|YD461_YEAST	32098	33742	34630	13914	14784	13498	83852	72428	87616
sp|Q2V2P9|YD19A_YEAST	52804	52597	57751	30338	34143	30777	113220	101350	122020
sp|Q3E6R5|YD381_YEAST	203680	159410	192080	82989	77145	77945	210100	175840	191840
sp|Q3E705|EFG1P_YEAST	193460	191630	235800	166500	168640	160940	148130	126880	133950
sp|Q3E731|COX19_YEAST	32133	32803	32543	27711	24689	25270	29129	23621	26954
sp|Q3E743|YJ112_YEAST	10359	9775.9	9668.4	7103	6242.3	7440.1	8866.1	9925.7	9928.9
sp|Q3E756|YB029_YEAST	31031	23737	27186	14591	13272	13743	56085	42452	54257
sp|Q3E762|YB230_YEAST	3312	2923.2	3358.9	2602.4	2811	2181.7	5092.9	4598.2	5418.7
sp|Q3E764|TMA7_YEAST	439580	364870	475890	255050	247640	222850	383750	309530	310370
sp|Q3E769|YO59A_YEAST	100060	80917	98647	31403	30803	27295	89473	77074	115680
sp|Q3E772|LSO2_YEAST	282400	256390	303900	153010	144100	138240	239280	213190	237200
sp|Q3E776|YB255_YEAST	191010	146920	175040	69584	61789	65487	329580	271310	324150
sp|Q3E784|SLO1_YEAST	34478	35300	40373	40422	41029	38582	36874	29349	35411
sp|Q3E785|SDHF1_YEAST	76051	75033	87457	47012	41850	42586	74116	65030	72627
sp|Q3E790|TSC3_YEAST	106790	87133	96067	71437	61991	70026	98844	87040	101610
sp|Q3E793|BOL1_YEAST	15715	14522	16248	41914	42935	38892	28288	26466	24977
sp|Q3E795|YL361_YEAST	36643	37757	40907	51424	50341	50484	63448	55622	59762
sp|Q3E798|YL099_YEAST	30694	26630	29377	22208	21232	21315	29679	25941	33735
